campaign_id,client_id,campaign_name,campaign_type,platform,start_date,end_date,budget_inr,objective
CMP00674,CL0092,SEO - Lead Generation,SEO,Organic Search (Google),2025-02-17,2026-09-06,33642,Lead Generation
CMP00675,CL0255,PPC - Lead Generation,PPC,Google Ads,2025-05-29,2026-09-06,95575,Lead Generation
CMP00676,CL0284,PPC - Sales / Conversions,PPC,Google Ads,2025-02-20,2026-09-06,76461,Sales / Conversions
CMP00677,CL0157,PPC - Website Traffic,PPC,Bing Ads,2024-10-26,2025-10-24,74171,Website Traffic
CMP00678,CL0009,Content Marketing - Website Traffic,Content Marketing,LinkedIn,2025-06-23,2026-09-06,24391,Website Traffic
CMP00679,CL0161,Content Marketing - Sales / Conversions,Content Marketing,YouTube,2026-06-20,2026-09-06,12063,Sales / Conversions
CMP00680,CL0285,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,2024-11-26,2025-12-15,87863,Brand Awareness
CMP00681,CL0317,SEO - App Installs,SEO,Organic Search (Google),2026-01-27,2026-09-06,56988,-
CMP00682,CL0129,Content Marketing - Website Traffic,content marketing,YouTube,2024-09-24,2025/07/07,13233,Website Traffic
CMP00683,CL0049,Social Media Marketing - Lead Generation,Social Media Marketing,Instagram,2026-07-08,2026-09-06,nan,Lead Generation
CMP00684,CL0184,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-11-29,2026-09-06,38302,Sales / Conversions
CMP00685,CL0266,Social Media Marketing - App Installs,Social Media Marketing,Instagram,2025-08-07,2026-06-06,81633.0,App Installs
CMP00686,CL0303,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,2025-03-15,2026-05-16,98873,App Installs
CMP00687,CL0017,PPC - Brand Awareness,PPC,Bing Ads,2025-11-21,2026-09-06,"74,120",Brand Awareness
CMP00688,CL0093,SEO - Local Footfall,SEO,Organic Search (Google),2025-06-19,2026-06-18,48701,?
CMP00689,CL0153,Social Media Marketing - Website Traffic,Social Media Marketing,Instagram,2025-01-10,06.09.2026,94675,Website Traffic
CMP00690,CL0032,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-06-02,2026-08-29,52363,Sales / Conversions
CMP00691,CL0284,SEO - Website Traffic,Seo ,Organic Search (Google),04/06/2025,15/07/2026,"28,071",Website Traffic
CMP00692,CL0036,SEO - Local Footfall,SEO,Organic Search (Google),2025-12-05,06/09/2026,51787,Local Footfall
CMP00693,CL0213,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Organic Search (Google),2025-09-22,2026-09-06,"17,069",Brand Awareness
CMP00694,CL0000,PPC - Lead Generation,PPC ,Google Ads,2026-03-15,2026-09-06,22277,Lead Generation
CMP00695,CL0220,PPC - Sales / Conversions,PPC,Google Ads,2025-05-19,06.09.2026,Rs. 118652,Sales / Conversions
CMP00696,CL0245,PPC - Lead Generation,PPC,Google Ads,2025-10-22,2026-09-06,"128,602",Lead Generation
CMP00697,CL0085,Email Marketing - Local Footfall,Email Marketing,Email,2025-11-20,2026-09-06,11873,Local Footfall
CMP00698,CL0265,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2025-05-14,2026-07-29,"53,329",Local Footfall
CMP00699,CL0134,Email Marketing - Website Traffic,Email Marketing,Email,2024-10-27,2026-04-26,12287,Website Traffic
CMP00700,CL0020,PPC - Local Footfall,PPC,Google Ads,2025-07-16,2026-08-27,,Local Footfall
CMP00701,CL0118,SEO - Lead Generation,SEO,Organic Search (Google),2025-03-08,2026-02-06,59767,Lead Generation
CMP00702,CL0112,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2026-04-06,2026-09-06,16922,NA
CMP00703,CL0167,PPC - Sales / Conversions,PPC,Bing Ads,2025/08/03,2026-08-26,92229,Sales / Conversions
CMP00704,CL0085,Content Marketing - Brand Awareness,Content Marketing,LinkedIn,2025-11-20,2026-09-06,10597,Brand Awareness
CMP00705,CL0148,Email Marketing - Brand Awareness,Email Marketing,Email,2025-10-04,2026-09-06,18787,Brand Awareness
CMP00706,CL0137,Social Media Marketing - Website Traffic,Social Media Marketing,Meta Ads,2026-05-21,2026-09-06,91572,Website Traffic
CMP00707,CL0105,Local SEO / GMB - Website Traffic,Local SEO / GMB,,2026-06-07,2026-09-06,22156,Website Traffic
CMP00708,CL0223,Social Media Marketing - Lead Generation,Social Media Marketing,YouTube Ads,2025-05-02,06.09.2026,,-
CMP00709,CL0098,PPC - Website Traffic,PPC,Google Ads,06/12/2025,2026-09-06,"127,630",Website Traffic
CMP00710,CL0246,Social Media Marketing - Local Footfall,Social Media Marketing,Instagram,2026-06-06,2026-09-06,97809,Local Footfall
CMP00711,CL0081,SEO - Lead Generation,SEO,Organic Search (Google),2026-05-10,2026-09-06,53782,Lead Generation
CMP00712,CL0277,Content Marketing - Local Footfall,Content Marketing,YouTube,2024-09-08,2025-07-06,Rs. 19256,Local Footfall
CMP00713,CL0117,SEO - Website Traffic,SEO,Organic Search (Google),2024-09-23,2025-10-08,40346,Website Traffic
CMP00714,CL0014,PPC - Sales / Conversions,PPC,Bing Ads,12/10/2025,2026-09-06,126445,Sales / Conversions
CMP00715,CL0048,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2024-09-06,2026-09-05,40037,App Installs
CMP00716,CL0259,SEO - Website Traffic,SEO,Organic Search (Google),2025/08/17,2026-05-05,45383,Website Traffic
CMP00717,CL0280,SEO - App Installs,SEO,,2026-02-14,2026-09-06,16026,App Installs
CMP00718,CL0068,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2025-09-05,2026-09-06,89573,Lead Generation
CMP00719,CL0193,SEO - Lead Generation,SEO,,2025-10-12,2026-08-01,42648,Lead Generation
CMP00720,CL0184,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2025-11-29,2026/09/06,78164,Website Traffic
CMP00721,CL0043,PPC - Brand Awareness,PPC,Bing Ads,2025-09-13,2026-05-30,127310,Brand Awareness
CMP00722,CL0145,PPC - Brand Awareness,PPC,Google Ads,2026-02-12,2026-09-06,48441,Brand Awareness
CMP00723,CL0223,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-05-02,2026-09-06,35274,Sales / Conversions
CMP00724,CL0310,Content Marketing - App Installs,Content Marketing,YouTube,09.03.2026,2026-09-06,44345,App Installs
CMP00725,CL0272,Local SEO / GMB - Brand Awareness,Local SEO / GMB,,2024-11-01,2026-07-22,11623,Brand Awareness
CMP00726,CL0032,SEO - Local Footfall,SEO,Organic Search (Google),2024-11-07,07/18/2025,52010,Local Footfall
CMP00727,CL0077,Local SEO / GMB - Sales / Conversions,Local SEO / GMB,Organic Search (Google),2025-07-03,2026-09-06,14337,Sales / Conversions
CMP00728,CL0140,Social Media Marketing - Lead Generation,Social Media Marketing,YouTube Ads,2025-10-11,2026-09-06,63918,Lead Generation
CMP00729,CL0049,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2026-07-08,2026-09-06,58349,Lead Generation
CMP00730,CL0183,Social Media Marketing - Local Footfall,Social Media Marketing,Instagram,2025-05-07,2026-07-29,73351,Local Footfall
CMP00731,CL0003,Social Media Marketing - Lead Generation,Social Media Marketing,LinkedIn Ads,2025-06-04,2026-05-10,86117,Lead Generation
CMP00732,CL0037,Content Marketing - Sales / Conversions,Content Marketing,YouTube,2025-06-23,2026-09-06,23959,Sales / Conversions
CMP00733,CL0016,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,2025-01-19,2025-11-24,29599,App Installs
CMP00734,CL0095,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2025-02-17,06/09/2026,50940,unknown
CMP00735,CL0244,PPC - Brand Awareness,PPC,Google Ads,2026-01-23,2026-09-06,99579,Brand Awareness
CMP00736,CL0057,SEO - Lead Generation,SEO,Organic Search (Google),2026-07-06,2026-09-06,48769,Lead Generation
CMP00737,CL0316,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,2025-03-29,2026-08-09,79036,App Installs
CMP00738,CL0087,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-05-08,2026-09-06,30298,Sales / Conversions
CMP00739,CL0015,PPC - Lead Generation,PPC,Google Ads,2024-09-07,2026-08-26,141686,Lead Generation
CMP00740,CL0108,SEO - Brand Awareness,SEO,Organic Search (Google),2024-09-28,2026-03-16,,Brand Awareness
CMP00741,CL0240,SEO - Website Traffic,S.E.O,Organic Search (Google),2025-02-23,2026-02-18,"₹20,251",Website Traffic
CMP00742,CL0035,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,11/18/2024,2026-06-01,17105,Brand Awareness
CMP00743,CL0023,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2024-09-25,2026-07-22,93743,Sales / Conversions
CMP00744,CL0272,PPC - Lead Generation,Pay Per Click,Bing Ads,01/29/2025,07/29/2026,43415,Lead Generation
CMP00745,CL0190,SEO - App Installs,SEO,Organic Search (Google),2025-08-10,2026-09-06,,App Installs
CMP00746,CL0110,PPC - Website Traffic,PPC,Google Ads,2025-06-25,2026-06-27,"₹125,683",Website Traffic
CMP00747,CL0242,PPC - App Installs,PPC,Bing Ads,2025-08-03,2026-05-20,,App Installs
CMP00748,CL0271,Content Marketing - Lead Generation,Content Marketing,YouTube,2025-12-27,2026-09-06,,Lead Generation
CMP00749,CL0115,Social Media Marketing - Sales / Conversions,SMM,YouTube Ads,2026-07-08,2026-09-06,19570,Sales / Conversions
CMP00750,CL0180,Social Media Marketing - Brand Awareness,Social Media Marketing,Instagram,2026-01-14,2026-09-06,49601,Brand Awareness
CMP00751,CL0004,Social Media Marketing - Website Traffic,Social Media Marketing,Instagram,2024-10-05,2026-09-01,58022.0,Website Traffic
CMP00752,CL0098,Local SEO / GMB - App Installs,Local SEO / GMB,,2025-12-06,2026-09-06,23315,App Installs
CMP00753,CL0191,Content Marketing - Brand Awareness,Content Marketing,Organic Search (Google),2025-05-21,2026-09-06,34905,Brand Awareness
CMP00754,CL0064,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,2025-10-01,22/06/2026,62595,App Installs
CMP00755,CL0318,Social Media Marketing - Website Traffic,Social Media Marketing,Instagram,2025-11-03,2026-08-02,,Website Traffic
CMP00756,CL0311,SEO - App Installs,SEO,Organic Search (Google),2025-11-20,2026-09-06,19791,App Installs
CMP00757,CL0083,Local SEO / GMB - Lead Generation,Local SEO / GMB,Organic Search (Google),2026-07-08,2026-09-06,17496,Lead Generation
CMP00758,CL0127,PPC - Local Footfall,PPC,Google Ads,2024-09-24,2026-07-10,53755,Local Footfall
CMP00759,CL0061,PPC - Sales / Conversions,PPC,Google Ads,2026-04-12,2026-09-06,92058,Sales / Conversions
CMP00760,CL0162,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Organic Search (Google),2026-03-27,2026-09-06,25536,Brand Awareness
CMP00761,CL0040,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,2026-04-15,2026-09-06,61966,Brand Awareness
CMP00762,CL0126,SEO - Local Footfall,Seo ,Organic Search (Google),2025-07-18,2026-09-06,41236,Local Footfall
CMP00763,CL0178,SEO - Local Footfall,SEO,Organic Search (Google),2026-02-19,06/09/2026,16883,Local Footfall
CMP00764,CL0196,SEO - Lead Generation,SEO,Organic Search (Google),2026-06-12,2026-09-06,44009,Lead Generation
CMP00765,CL0191,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-05-21,09/06/2026,52355.0,Sales / Conversions
CMP00766,CL0071,SEO - App Installs,SEO,Organic Search (Google),2026-06-18,2026-09-06,20566,App Installs
CMP00767,CL0254,Local SEO / GMB - Website Traffic,Local SEO / GMB,Google My Business,2025-01-29,2026-09-06,12703,Website Traffic
CMP00768,CL0222,Local SEO / GMB - Brand Awareness,Local SEO / GMB,Google My Business,2025-02-12,2026-06-08,25176,Brand Awareness
CMP00769,CL0241,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-01-22,2026-05-29,92919,Sales / Conversions
CMP00770,CL0150,Social Media Marketing - Sales / Conversions,Social Media Marketing,YouTube Ads,2025-09-11,2026/07/01,58156,Sales / Conversions
CMP00771,CL0286,PPC - Brand Awareness,PPC,Google Ads,2025-01-14,2026-08-07,146955,Brand Awareness
CMP00772,CL0125,SEO - Local Footfall,SEO,Organic Search (Google),2024-10-29,2026-08-26,23101,Local Footfall
CMP00773,CL0258,Content Marketing - Brand Awareness,Content Marketing,LinkedIn,2025-05-31,2026-04-14,21985,Brand Awareness
CMP00774,CL0066,SEO - App Installs,SEO,Organic Search (Google),2025-06-13,13.08.2026,56852,NA
CMP00775,CL0080,SEO - Local Footfall,SEO,Organic Search (Google),2026/07/07,06/09/2026,22883,Local Footfall
CMP00776,CL0169,PPC - App Installs,PPC,Bing Ads,2024-09-17,2025-08-23,105719,App Installs
CMP00777,CL0178,SEO - App Installs,SEO,Organic Search (Google),19.02.2026,2026-09-06,24877,App Installs
CMP00778,CL0239,PPC - Lead Generation,PPC,Google Ads,2025-09-16,06-Sep-2026,63053,Lead Generation
CMP00779,CL0096,Social Media Marketing - Lead Generation,Social Media Marketing,Instagram,2024-11-20,2026-06-21,55608,Lead Generation
CMP00780,CL0280,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2026-02-14,2026-09-06,24399,App Installs
CMP00781,CL0106,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2026-03-14,06.09.2026,89332,App Installs
CMP00782,CL0171,Email Marketing - App Installs,Email Marketing,Email,2025-01-20,2026-06-06,Rs. 24455,App Installs
CMP00783,CL0299,PPC - Sales / Conversions,PPC,Bing Ads,2025-05-04,2026-09-06,85004,Sales / Conversions
CMP00784,CL0173,Email Marketing - Website Traffic,email marketing,Email,2025-10-05,2026-09-06,"15,504",Website Traffic
CMP00785,CL0219,Social Media Marketing - Lead Generation,Social Media Marketing,Instagram,2025-06-02,2026-05-17,,Lead Generation
CMP00786,CL0291,PPC - Brand Awareness,PPC,Google Ads,2026-01-08,2026-09-06,50446.0,Brand Awareness
CMP00787,CL0312,Local SEO / GMB - Website Traffic,Local SEO / GMB,Organic Search (Google),2024-11-05,2026-06-27,8877,Website Traffic
CMP00788,CL0160,PPC - Lead Generation,PPC,Google Ads,2025-09-07,2026-09-06,131364,Lead Generation
CMP00789,CL0134,SEO - Lead Generation,SEO,,02-Oct-2024,2025-09-22,25232,Lead Generation
CMP00790,CL0064,PPC - Lead Generation,PPC,Google Ads,2025-06-28,06-Sep-2026,64282,Lead Generation
CMP00791,CL0172,PPC - Brand Awareness,PPC,Google Ads,2024-10-11,2026-05-12,,Brand Awareness
CMP00792,CL0294,PPC - Local Footfall,ppc,Bing Ads,15-Mar-2026,2026-09-06,112727,Local Footfall
CMP00793,CL0156,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,11/05/2025,2026-08-31,"₹67,825",App Installs
CMP00794,CL0112,Email Marketing - Local Footfall,Email Marketing,Email,2026-04-06,2026/09/06,5769,N/A
CMP00795,CL0035,PPC - Brand Awareness,Pay Per Click,Google Ads,2024-10-31,2025-11-05,93184,Brand Awareness
CMP00796,CL0125,Social Media Marketing - Website Traffic,Social Media Marketing,Meta Ads,2024-12-24,2026-08-24,62675,Website Traffic
CMP00797,CL0076,PPC - Local Footfall,PPC,Google Ads,2024-12-12,08/24/2026,61466,Local Footfall
CMP00798,CL0313,Content Marketing - Sales / Conversions,Content Marketing,LinkedIn,2024-10-28,2026-06-18,39797,Sales / Conversions
CMP00799,CL0169,SEO - Website Traffic,S.E.O,Organic Search (Google),2025-02-25,2025-11-13,56824,Website Traffic
CMP00800,CL0044,SEO - App Installs,SEO,Organic Search (Google),2026-02-05,2026-09-06,26656,App Installs
CMP00801,CL0022,Social Media Marketing - App Installs,Social Media Marketing,Meta Ads,02/22/2025,06/09/2026,43150,App Installs
CMP00802,CL0273,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2026-05-06,2026-09-06,42398,Local Footfall
CMP00803,CL0299,Content Marketing - Website Traffic,Content Marketing,Organic Search (Google),2025/05/05,06/05/2026,43397,Website Traffic
CMP00804,CL0245,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2025-10-22,2026-09-06,21610,Website Traffic
CMP00805,CL0040,Content Marketing - Local Footfall,Content Marketing,Organic Search (Google),2026-04-15,2026-09-06,45836.0,Local Footfall
CMP00806,CL0032,PPC - App Installs,PPC,Bing Ads,2024-09-14,2026-06-17,120754,App Installs
CMP00807,CL0064,SEO - Sales / Conversions,Seo ,Organic Search (Google),2025-08-28,2026-07-21,36750,Sales / Conversions
CMP00808,CL0241,SEO - Website Traffic,Seo ,Organic Search (Google),2025-02-16,2026-09-06,41258,unknown
CMP00809,CL0245,SEO - Website Traffic,SEO,Organic Search (Google),2025-10-22,2026-09-06,55243,Website Traffic
CMP00810,CL0269,PPC - Brand Awareness,PPC,Bing Ads,2025-09-12,2026-08-29,120078,Brand Awareness
CMP00811,CL0032,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2024-12-13,2026-06-20,38528,Website Traffic
CMP00812,CL0050,PPC - Website Traffic,PPC,Google Ads,2024-11-19,2026-09-06,26552,Website Traffic
CMP00813,CL0289,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2026-04-25,2026-09-06,70966,Local Footfall
CMP00814,CL0298,Social Media Marketing - Website Traffic,Social Media Marketing,Meta Ads,2026-02-01,2026-09-06,27393,Website Traffic
CMP00815,CL0233,Social Media Marketing - Lead Generation,SMM,Meta Ads,2025-04-02,2026-05-02,22476,Lead Generation
CMP00816,CL0034,Social Media Marketing - Local Footfall,social media marketing,YouTube Ads,2026/06/12,2026-09-06,98495,Local Footfall
CMP00817,CL0022,PPC - Website Traffic,PPC,Google Ads,15-Feb-2025,2026-09-06,81611,Website Traffic
CMP00818,CL0018,PPC - Brand Awareness,PPC,Google Ads,2026-08-07,2025-09-13,104610,Brand Awareness
CMP00819,CL0222,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2025-02-25,2026-04-26,33473,App Installs
CMP00820,CL0271,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-12-27,2026-09-06,23644,Sales / Conversions
CMP00821,CL0203,PPC - Sales / Conversions,PPC,Google Ads,2025-05-04,2026-09-06,28159,Sales / Conversions
CMP00822,CL0084,PPC - Local Footfall,PPC,Bing Ads,2025-05-25,2026-05-01,66067,Local Footfall
CMP00823,CL0243,Social Media Marketing - Local Footfall,Social Media Marketing,LinkedIn Ads,2025-10-14,2026-09-06,15316,Local Footfall
CMP00824,CL0019,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2024-11-30,2026-09-06,50704,Website Traffic
CMP00825,CL0266,SEO - Sales / Conversions,SEO,Organic Search (Google),2025-10-06,2026-07-21,29613,Sales / Conversions
CMP00826,CL0286,PPC - Local Footfall,PPC,Google Ads,2025-03-14,2026-07-12,"88,488",Local Footfall
CMP00827,CL0230,Email Marketing - Brand Awareness,email marketing,Email,2025-12-27,2026-09-06,16790,Brand Awareness
CMP00828,CL0282,SEO - App Installs,SEO,Organic Search (Google),2025-01-10,2026-08-10,28879,App Installs
CMP00829,CL0188,Email Marketing - Website Traffic,Email Marketing,Email,2026-03-03,2026-09-06,14104,Website Traffic
CMP00830,CL0150,SEO - Local Footfall,SEO,Organic Search (Google),2025-09-10,2026-09-06,18514,Local Footfall
CMP00831,CL0104,Social Media Marketing - Sales / Conversions,Social Media Mktg,LinkedIn Ads,2024/09/28,2026-09-03,"40,650",Sales / Conversions
CMP00832,CL0295,PPC - App Installs,PPC ,Bing Ads,2025-01-04,2026-09-04,147164,App Installs
CMP00833,CL0224,SEO - Lead Generation,seo,Organic Search (Google),2025-12-01,2026-09-06,59604,Lead Generation
CMP00834,CL0061,Email Marketing - App Installs,Email Marketing,Email,2026-04-12,2026-09-06,14716,App Installs
CMP00835,CL0307,PPC - Lead Generation,PPC,Google Ads,02/22/2025,2026-07-17,142138,Lead Generation
CMP00836,CL0019,Local SEO / GMB - Website Traffic,Local SEO / GMB,Google My Business,2025-06-01,2026/03/12,19028,Website Traffic
CMP00837,CL0189,PPC - Brand Awareness,PPC,Bing Ads,2025-05-16,2026-08-13,36334,Brand Awareness
CMP00838,CL0061,Email Marketing - Local Footfall,Email Mktg,Email,2026-04-12,2026-09-06,22358.0,Local Footfall
CMP00839,CL0213,Local SEO / GMB - App Installs,Local SEO / GMB,Google My Business,2025-09-22,06-Sep-2026,17132,App Installs
CMP00840,CL0133,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2025-08-19,2026-07-23,Rs. 67056,Lead Generation
CMP00841,CL0140,SEO - Local Footfall,SEO,Organic Search (Google),2025-10-11,2026-09-06,44198,Local Footfall
CMP00842,CL0215,Social Media Marketing - Brand Awareness,Social Media Marketing,LinkedIn Ads,2025-07-23,2026-07-21,,Brand Awareness
CMP00843,CL0242,Social Media Marketing - Website Traffic,Social Media Mktg,,2025-05-05,2026-09-05,77346,Website Traffic
CMP00844,CL0122,Local SEO / GMB - Lead Generation,Local SEO / GMB,Google My Business,15-Apr-2026,2026/09/06,19028,Lead Generation
CMP00845,CL0320,PPC - Lead Generation,PPC,Bing Ads,09-Dec-2024,2025-09-01,67628,Lead Generation
CMP00846,CL0160,PPC - Brand Awareness,PPC,Bing Ads,2025-09-07,2026-09-06,58728,Brand Awareness
CMP00847,CL0052,SEO - Website Traffic,SEO,Organic Search (Google),2026-02-04,2026-09-06,48582,Website Traffic
CMP00848,CL0003,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2025-10-24,2026-09-02,36193,Website Traffic
CMP00849,CL0065,Local SEO / GMB - Local Footfall,Local SEO / GMB,Google My Business,2026-03-10,06-Sep-2026,,-
CMP00850,CL0222,SEO - Lead Generation,SEO,Organic Search (Google),2024-12-26,2026-03-30,54678,Lead Generation
CMP00851,CL0173,Content Marketing - App Installs,Content Marketing,Organic Search (Google),2025-10-05,2026-09-06,23272,App Installs
CMP00852,CL0109,Local SEO / GMB - Lead Generation,Local SEO / GMB,Organic Search (Google),19-Sep-2024,2026-08-10,22102,Lead Generation
CMP00853,CL0155,SEO - Brand Awareness,SEO,Organic Search (Google),2025-03-13,2025-11-24,47239,unknown
CMP00854,CL0269,SEO - Brand Awareness,SEO,Organic Search (Google),2025-09-12,2026-09-06,52725,-
CMP00855,CL0183,Social Media Marketing - Lead Generation,Social Media Marketing,Meta Ads,2024-11-06,2026-05-09,68183,Lead Generation
CMP00856,CL0019,Social Media Marketing - Website Traffic,Social Media Marketing,YouTube Ads,2024-11-30,2026-09-06,75175,-
CMP00857,CL0016,SEO - Local Footfall,SEO,,2025-02-22,2026-09-04,52674,Local Footfall
CMP00858,CL0155,Content Marketing - App Installs,Content Marketing,YouTube,2025-03-23,2026-05-23,47734,App Installs
CMP00859,CL0130,Social Media Marketing - Local Footfall,Social Media Marketing,Instagram,08-Jun-2026,2026-09-06,18982,Local Footfall
CMP00860,CL0273,Email Marketing - Website Traffic,Email Marketing,Email,2026-05-06,2026-09-06,19865,Website Traffic
CMP00861,CL0187,Email Marketing - Lead Generation,email marketing,Email,2024-10-15,2026-06-15,8487,Lead Generation
CMP00862,CL0243,Content Marketing - Sales / Conversions,Content Marketing,,2025-10-14,2026-09-06,45651,Sales / Conversions
CMP00863,CL0188,Social Media Marketing - App Installs,Social Media Marketing,LinkedIn Ads,2026-03-03,2026-09-06,19122,App Installs
CMP00864,CL9999,PPC - Lead Generation,PPC,Bing Ads,17-Sep-2024,2026-07-29,"52,080",Lead Generation
CMP00865,CL0211,Social Media Marketing - Lead Generation,Social Media Marketing,YouTube Ads,2024-10-08,2026-05-26,31329,Lead Generation
CMP00866,CL0199,SEO - Local Footfall,SEO,Organic Search (Google),2026-07-08,2026-09-06,42153,Local Footfall
CMP00867,CL0231,Social Media Marketing - Lead Generation,Social Media Marketing,,2026-01-26,2026-09-06,15364,Lead Generation
CMP00868,CL0061,SEO - Local Footfall,SEO,Organic Search (Google),2026-04-12,2026-09-06,15766,Local Footfall
CMP00869,CL0206,Social Media Marketing - App Installs,Social Media Marketing,YouTube Ads,2026-07-08,2026-09-06,Rs. 57857,App Installs
CMP00870,CL0092,SEO - Website Traffic,SEO,Organic Search (Google),2025-01-13,2026-04-15,58724,Website Traffic
CMP00871,CL0253,PPC - Website Traffic,PPC,Bing Ads,2026-02-22,2026-09-06,88680,Website Traffic
CMP00872,CL0256,PPC - Lead Generation,PPC,Bing Ads,2024-12-28,25-Jul-2026,77970,Lead Generation
CMP00873,CL0200,Social Media Marketing - Sales / Conversions,Social Media Marketing,Instagram,2025-04-02,2026-07-20,70920,Sales / Conversions
CMP00874,CL0303,Content Marketing - App Installs,Content Marketing,Organic Search (Google),31-Mar-2025,2026-05-10,32072,App Installs
CMP00875,CL0173,SEO - Local Footfall,SEO,Organic Search (Google),2025-10-05,2026-09-06,32321,Local Footfall
CMP00876,CL0009,Email Marketing - Sales / Conversions,Email Marketing,Email,2025-06-23,09/06/2026,"16,770",Sales / Conversions
CMP00877,CL0194,Email Marketing - Local Footfall,Email Marketing,Email,2025-03-23,2026-02-01,5064,Local Footfall
CMP00878,CL0249,PPC - App Installs,PPC,Google Ads,2025-03-10,2026-08-06,51783,App Installs
CMP00879,CL0033,Social Media Marketing - Lead Generation,Social Media Marketing,YouTube Ads,2026-03-14,2026-09-06,72280,Lead Generation
CMP00880,CL0034,PPC - Website Traffic,PPC,Google Ads,2026-06-12,2026-09-06,64401,Website Traffic
CMP00881,CL0088,SEO - Website Traffic,SEO,Organic Search (Google),2025-04-18,2026-08-27,,Website Traffic
CMP00882,CL0271,Social Media Marketing - Website Traffic,Social Media Marketing,LinkedIn Ads,2025-12-27,2026-09-06,25577.0,Website Traffic
CMP00883,CL0169,SEO - App Installs,SEO,Organic Search (Google),2025-02-12,2026-08-27,53977,N/A
CMP00884,CL0313,Email Marketing - Local Footfall,Email Marketing,Email,2024-11-20,2026-07-25,11591,Local Footfall
CMP00885,CL0280,Local SEO / GMB - Website Traffic,Local SEO / GMB,Google My Business,2026-02-14,2026-09-06,8498,Website Traffic
CMP00886,CL0178,Content Marketing - Brand Awareness,Content Marketing,YouTube,2026-02-19,2026-09-06,39152,Brand Awareness
CMP00887,CL0218,Social Media Marketing - Local Footfall,Social Media Marketing,Meta Ads,2024-10-02,2026-02-07,60090,Local Footfall
CMP00888,CL0106,Social Media Marketing - Local Footfall,Social Media Marketing,LinkedIn Ads,2026-03-14,2026-09-06,53367,Local Footfall
CMP00889,CL0029,Local SEO / GMB - App Installs,Local SEO / GMB,Organic Search (Google),2024-10-26,2026-04-28,27688,App Installs
CMP00890,CL0128,PPC - Website Traffic,PPC,Bing Ads,2025-01-16,2026-09-06,60784,unknown
CMP00891,CL0190,SEO - Lead Generation,seo,Organic Search (Google),2025-08-10,2026-09-06,40762,Lead Generation
CMP00892,CL0059,Social Media Marketing - Sales / Conversions,Social Media Mktg,LinkedIn Ads,2025-02-06,2026-03-22,78316,Sales / Conversions
CMP00893,CL0071,PPC - Brand Awareness,PPC,Google Ads,2026-06-18,2026-09-06,99094,Brand Awareness
CMP00894,CL0005,PPC - Website Traffic,PPC,Bing Ads,2025-05-15,2026-04-15,47036,Website Traffic
CMP00895,CL0235,SEO - App Installs,SEO,Organic Search (Google),2025-09-22,2026-09-06,45672,App Installs
CMP00896,CL0288,Social Media Marketing - Brand Awareness,SMM,Meta Ads,2024-10-29,2025-11-14,78188.0,Brand Awareness
CMP00897,CL0265,PPC - Local Footfall,PPC,Google Ads,2025-02-18,2026-05-29,35913,Local Footfall
CMP00898,CL0122,SEO - Lead Generation,SEO,Organic Search (Google),2026-04-15,2026-09-06,22445,Lead Generation
