campaign_id,client_id,campaign_name,campaign_type,platform,start_date,end_date,budget_inr,objective
CMP00642,CL0210,SEO - Sales / Conversions,Seo,Organic Search (Google),2024-10-25,2026-08-28,27765.0,Sales / Conversions
CMP00643,CL0023,Content Marketing - Sales / Conversions,Contentmarketing,Organic Search (Google),2024-09-30,2026-08-19,30518.0,Sales / Conversions
CMP00644,CL0104,Email Marketing - Website Traffic,Emailmarketing,Email,2025-09-29,2026-07-28,24627.0,Website Traffic
CMP00645,CL0055,SEO - App Installs,Seo,Organic Search (Google),2025-03-26,2026-07-09,43060.0,App Installs
CMP00646,CL0224,PPC - Brand Awareness,Payperclick,Google Ads,2025-12-01,2026-09-06,25413.0,Brand Awareness
CMP00647,CL0023,SEO - Website Traffic,Seo,Organic Search (Google),2025-01-03,2026-05-05,31086.0,Website Traffic
CMP00648,CL0166,SEO - Website Traffic,Seo,Organic Search (Google),2025-03-16,2026-04-06,32408.0,Website Traffic
CMP00649,CL0233,Social Media Marketing - Lead Generation,Socialmediamarketing,LinkedIn Ads,2025-03-21,2026-09-06,38480.0,Lead Generation
CMP00650,CL0304,Social Media Marketing - Local Footfall,Socialmediamarketing,YouTube Ads,2024-12-09,2025-08-25,35500.0,Local Footfall
CMP00651,CL0093,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2025-01-22,2026-09-06,57770.0,Website Traffic
CMP00652,CL0003,PPC - Brand Awareness,Payperclick,Bing Ads,2025-04-01,2026-09-06,69015.0,Brand Awareness
CMP00653,CL0232,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2026-05-13,2026-09-06,40017.0,Website Traffic
CMP00654,CL0001,SEO - App Installs,Seo,Organic Search (Google),2025-09-19,2026-09-06,33584.0,App Installs
CMP00655,CL0022,SEO - Local Footfall,Seo,Organic Search (Google),2025-02-15,2026-09-06,30464.0,Local Footfall
CMP00656,CL0317,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2026-01-27,2026-09-06,13032.0,Lead Generation
CMP00657,CL0277,Content Marketing - Sales / Conversions,Contentmarketing,Unknown,2025-02-23,2026-04-07,28110.0,Sales / Conversions
CMP00658,CL9999,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Google My Business,2026-03-03,2026-09-06,28730.0,Brand Awareness
CMP00659,CL0268,Email Marketing - Website Traffic,Emailmarketing,Email,2025-05-30,2026-07-14,15114.0,Website Traffic
CMP00660,CL0025,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2026-06-11,2026-09-06,65792.0,Website Traffic
CMP00661,CL0029,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Unknown,2024-12-07,2026-07-03,29654.0,Sales / Conversions
CMP00662,CL0097,PPC - Local Footfall,Payperclick,Google Ads,2024-09-20,2025-10-23,99769.0,Local Footfall
CMP00663,CL0008,SEO - Website Traffic,Seo,Organic Search (Google),2025-01-01,2026-12-08,25049.0,Website Traffic
CMP00664,CL0285,SEO - Sales / Conversions,Seo,Organic Search (Google),2024-12-13,2026-08-06,32931.0,Sales / Conversions
CMP00665,CL0019,SEO - Lead Generation,Seo,Organic Search (Google),2025-01-03,2026-07-21,36958.0,Lead Generation
CMP00666,CL0175,SEO - Brand Awareness,Seo,Organic Search (Google),2025-10-23,2026-09-06,36365.0,Brand Awareness
CMP00667,CL0274,PPC - Local Footfall,Payperclick,Bing Ads,2025-12-14,2026-09-06,39436.0,Local Footfall
CMP00668,CL0236,Social Media Marketing - Sales / Conversions,Socialmediamarketing,LinkedIn Ads,2025-09-09,2026-08-26,23996.0,Sales / Conversions
CMP00669,CL0076,Content Marketing - Local Footfall,Contentmarketing,YouTube,2024-12-12,2026-07-05,23999.0,Local Footfall
CMP00670,CL0151,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2026-06-22,2026-09-06,92712.0,Website Traffic
CMP00671,CL0176,SEO - Website Traffic,Seo,Organic Search (Google),2025-05-06,2026-03-24,47278.0,Website Traffic
CMP00672,CL0246,Content Marketing - Sales / Conversions,Contentmarketing,Organic Search (Google),2026-06-06,2026-09-06,43668.0,Sales / Conversions
CMP00673,CL0137,PPC - Website Traffic,Payperclick,Google Ads,2026-05-21,2026-09-06,42680.0,Website Traffic
CMP00674,CL0092,SEO - Lead Generation,Seo,Organic Search (Google),2025-02-17,2026-09-06,33642.0,Lead Generation
CMP00675,CL0255,PPC - Lead Generation,Payperclick,Google Ads,2025-05-29,2026-09-06,95575.0,Lead Generation
CMP00676,CL0284,PPC - Sales / Conversions,Payperclick,Google Ads,2025-02-20,2026-09-06,76461.0,Sales / Conversions
CMP00677,CL0157,PPC - Website Traffic,Payperclick,Bing Ads,2024-10-26,2025-10-24,74171.0,Website Traffic
CMP00678,CL0009,Content Marketing - Website Traffic,Contentmarketing,LinkedIn,2025-06-23,2026-09-06,24391.0,Website Traffic
CMP00679,CL0161,Content Marketing - Sales / Conversions,Contentmarketing,YouTube,2026-06-20,2026-09-06,12063.0,Sales / Conversions
CMP00680,CL0285,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2024-11-26,2025-12-15,87863.0,Brand Awareness
CMP00681,CL0317,SEO - App Installs,Seo,Organic Search (Google),2026-01-27,2026-09-06,56988.0,App Installs
CMP00682,CL0129,Content Marketing - Website Traffic,Contentmarketing,YouTube,2024-09-24,2025-07-07,13233.0,Website Traffic
CMP00683,CL0049,Social Media Marketing - Lead Generation,Socialmediamarketing,Instagram,2026-07-08,2026-09-06,55990.5,Lead Generation
CMP00684,CL0184,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-11-29,2026-09-06,38302.0,Sales / Conversions
CMP00685,CL0266,Social Media Marketing - App Installs,Socialmediamarketing,Instagram,2025-08-07,2026-06-06,81633.0,App Installs
CMP00686,CL0303,Social Media Marketing - App Installs,Socialmediamarketing,LinkedIn Ads,2025-03-15,2026-05-16,98873.0,App Installs
CMP00687,CL0017,PPC - Brand Awareness,Payperclick,Bing Ads,2025-11-21,2026-09-06,74120.0,Brand Awareness
CMP00688,CL0093,SEO - Local Footfall,Seo,Organic Search (Google),2025-06-19,2026-06-18,48701.0,Local Footfall
CMP00689,CL0153,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2025-01-10,2026-09-06,94675.0,Website Traffic
CMP00690,CL0032,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-06-02,2026-08-29,52363.0,Sales / Conversions
CMP00691,CL0284,SEO - Website Traffic,Seo,Organic Search (Google),2025-06-04,2026-07-15,28071.0,Website Traffic
CMP00692,CL0036,SEO - Local Footfall,Seo,Organic Search (Google),2025-12-05,2026-09-06,51787.0,Local Footfall
CMP00693,CL0213,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Organic Search (Google),2025-09-22,2026-09-06,17069.0,Brand Awareness
CMP00694,CL0000,PPC - Lead Generation,Payperclick,Google Ads,2026-03-15,2026-09-06,22277.0,Lead Generation
CMP00695,CL0220,PPC - Sales / Conversions,Payperclick,Google Ads,2025-05-19,2026-09-06,118652.0,Sales / Conversions
CMP00696,CL0245,PPC - Lead Generation,Payperclick,Google Ads,2025-10-22,2026-09-06,128602.0,Lead Generation
CMP00697,CL0085,Email Marketing - Local Footfall,Emailmarketing,Email,2025-11-20,2026-09-06,11873.0,Local Footfall
CMP00698,CL0265,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2025-05-14,2026-07-29,53329.0,Local Footfall
CMP00699,CL0134,Email Marketing - Website Traffic,Emailmarketing,Email,2024-10-27,2026-04-26,12287.0,Website Traffic
CMP00700,CL0020,PPC - Local Footfall,Payperclick,Google Ads,2025-07-16,2026-08-27,81442.0,Local Footfall
CMP00701,CL0118,SEO - Lead Generation,Seo,Organic Search (Google),2025-03-08,2026-02-06,59767.0,Lead Generation
CMP00702,CL0112,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2026-04-06,2026-09-06,16922.0,Website Traffic
CMP00703,CL0167,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-08-03,2026-08-26,92229.0,Sales / Conversions
CMP00704,CL0085,Content Marketing - Brand Awareness,Contentmarketing,LinkedIn,2025-11-20,2026-09-06,10597.0,Brand Awareness
CMP00705,CL0148,Email Marketing - Brand Awareness,Emailmarketing,Email,2025-10-04,2026-09-06,18787.0,Brand Awareness
CMP00706,CL0137,Social Media Marketing - Website Traffic,Socialmediamarketing,Meta Ads,2026-05-21,2026-09-06,91572.0,Website Traffic
CMP00707,CL0105,Local SEO / GMB - Website Traffic,Localseo/Gmb,Unknown,2026-06-07,2026-09-06,22156.0,Website Traffic
CMP00708,CL0223,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2025-05-02,2026-09-06,55990.5,Lead Generation
CMP00709,CL0098,PPC - Website Traffic,Payperclick,Google Ads,2025-12-06,2026-09-06,127630.0,Website Traffic
CMP00710,CL0246,Social Media Marketing - Local Footfall,Socialmediamarketing,Instagram,2026-06-06,2026-09-06,97809.0,Local Footfall
CMP00711,CL0081,SEO - Lead Generation,Seo,Organic Search (Google),2026-05-10,2026-09-06,53782.0,Lead Generation
CMP00712,CL0277,Content Marketing - Local Footfall,Contentmarketing,YouTube,2024-09-08,2025-07-06,19256.0,Local Footfall
CMP00713,CL0117,SEO - Website Traffic,Seo,Organic Search (Google),2024-09-23,2025-10-08,40346.0,Website Traffic
CMP00714,CL0014,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-10-12,2026-09-06,126445.0,Sales / Conversions
CMP00715,CL0048,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2024-09-06,2026-09-05,40037.0,App Installs
CMP00716,CL0259,SEO - Website Traffic,Seo,Organic Search (Google),2025-08-17,2026-05-05,45383.0,Website Traffic
CMP00717,CL0280,SEO - App Installs,Seo,Unknown,2026-02-14,2026-09-06,16026.0,App Installs
CMP00718,CL0068,Social Media Marketing - Lead Generation,Socialmediamarketing,LinkedIn Ads,2025-09-05,2026-09-06,89573.0,Lead Generation
CMP00719,CL0193,SEO - Lead Generation,Seo,Unknown,2025-10-12,2026-08-01,42648.0,Lead Generation
CMP00720,CL0184,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2025-11-29,2026-09-06,78164.0,Website Traffic
CMP00721,CL0043,PPC - Brand Awareness,Payperclick,Bing Ads,2025-09-13,2026-05-30,127310.0,Brand Awareness
CMP00722,CL0145,PPC - Brand Awareness,Payperclick,Google Ads,2026-02-12,2026-09-06,48441.0,Brand Awareness
CMP00723,CL0223,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-05-02,2026-09-06,35274.0,Sales / Conversions
CMP00724,CL0310,Content Marketing - App Installs,Contentmarketing,YouTube,2026-03-09,2026-09-06,44345.0,App Installs
CMP00725,CL0272,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Unknown,2024-11-01,2026-07-22,11623.0,Brand Awareness
CMP00726,CL0032,SEO - Local Footfall,Seo,Organic Search (Google),2024-11-07,2025-07-18,52010.0,Local Footfall
CMP00727,CL0077,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Organic Search (Google),2025-07-03,2026-09-06,14337.0,Sales / Conversions
CMP00728,CL0140,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2025-10-11,2026-09-06,63918.0,Lead Generation
CMP00729,CL0049,Social Media Marketing - Lead Generation,Socialmediamarketing,LinkedIn Ads,2026-07-08,2026-09-06,58349.0,Lead Generation
CMP00730,CL0183,Social Media Marketing - Local Footfall,Socialmediamarketing,Instagram,2025-05-07,2026-07-29,73351.0,Local Footfall
CMP00731,CL0003,Social Media Marketing - Lead Generation,Socialmediamarketing,LinkedIn Ads,2025-06-04,2026-05-10,86117.0,Lead Generation
CMP00732,CL0037,Content Marketing - Sales / Conversions,Contentmarketing,YouTube,2025-06-23,2026-09-06,23959.0,Sales / Conversions
CMP00733,CL0016,Social Media Marketing - App Installs,Socialmediamarketing,LinkedIn Ads,2025-01-19,2025-11-24,29599.0,App Installs
CMP00734,CL0095,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2025-02-17,2026-09-06,50940.0,Website Traffic
CMP00735,CL0244,PPC - Brand Awareness,Payperclick,Google Ads,2026-01-23,2026-09-06,99579.0,Brand Awareness
CMP00736,CL0057,SEO - Lead Generation,Seo,Organic Search (Google),2026-07-06,2026-09-06,48769.0,Lead Generation
CMP00737,CL0316,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2025-03-29,2026-08-09,79036.0,App Installs
CMP00738,CL0087,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-05-08,2026-09-06,30298.0,Sales / Conversions
CMP00739,CL0015,PPC - Lead Generation,Payperclick,Google Ads,2024-09-07,2026-08-26,141686.0,Lead Generation
CMP00740,CL0108,SEO - Brand Awareness,Seo,Organic Search (Google),2024-09-28,2026-03-16,37669.0,Brand Awareness
CMP00741,CL0240,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-23,2026-02-18,20251.0,Website Traffic
CMP00742,CL0035,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2024-11-18,2026-06-01,17105.0,Brand Awareness
CMP00743,CL0023,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2024-09-25,2026-07-22,93743.0,Sales / Conversions
CMP00744,CL0272,PPC - Lead Generation,Payperclick,Bing Ads,2025-01-29,2026-07-29,43415.0,Lead Generation
CMP00745,CL0190,SEO - App Installs,Seo,Organic Search (Google),2025-08-10,2026-09-06,37669.0,App Installs
CMP00746,CL0110,PPC - Website Traffic,Payperclick,Google Ads,2025-06-25,2026-06-27,125683.0,Website Traffic
CMP00747,CL0242,PPC - App Installs,Payperclick,Bing Ads,2025-08-03,2026-05-20,81442.0,App Installs
CMP00748,CL0271,Content Marketing - Lead Generation,Contentmarketing,YouTube,2025-12-27,2026-09-06,32319.0,Lead Generation
CMP00749,CL0115,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2026-07-08,2026-09-06,19570.0,Sales / Conversions
CMP00750,CL0180,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2026-01-14,2026-09-06,49601.0,Brand Awareness
CMP00751,CL0004,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2024-10-05,2026-09-01,58022.0,Website Traffic
CMP00752,CL0098,Local SEO / GMB - App Installs,Localseo/Gmb,Unknown,2025-12-06,2026-09-06,23315.0,App Installs
CMP00753,CL0191,Content Marketing - Brand Awareness,Contentmarketing,Organic Search (Google),2025-05-21,2026-09-06,34905.0,Brand Awareness
CMP00754,CL0064,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2025-10-01,2026-06-22,62595.0,App Installs
CMP00755,CL0318,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2025-11-03,2026-08-02,55990.5,Website Traffic
CMP00756,CL0311,SEO - App Installs,Seo,Organic Search (Google),2025-11-20,2026-09-06,19791.0,App Installs
CMP00757,CL0083,Local SEO / GMB - Lead Generation,Localseo/Gmb,Organic Search (Google),2026-07-08,2026-09-06,17496.0,Lead Generation
CMP00758,CL0127,PPC - Local Footfall,Payperclick,Google Ads,2024-09-24,2026-07-10,53755.0,Local Footfall
CMP00759,CL0061,PPC - Sales / Conversions,Payperclick,Google Ads,2026-04-12,2026-09-06,92058.0,Sales / Conversions
CMP00760,CL0162,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Organic Search (Google),2026-03-27,2026-09-06,25536.0,Brand Awareness
CMP00761,CL0040,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2026-04-15,2026-09-06,61966.0,Brand Awareness
CMP00762,CL0126,SEO - Local Footfall,Seo,Organic Search (Google),2025-07-18,2026-09-06,41236.0,Local Footfall
CMP00763,CL0178,SEO - Local Footfall,Seo,Organic Search (Google),2026-02-19,2026-09-06,16883.0,Local Footfall
CMP00764,CL0196,SEO - Lead Generation,Seo,Organic Search (Google),2026-06-12,2026-09-06,44009.0,Lead Generation
CMP00765,CL0191,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2025-05-21,2026-06-09,52355.0,Sales / Conversions
CMP00766,CL0071,SEO - App Installs,Seo,Organic Search (Google),2026-06-18,2026-09-06,20566.0,App Installs
CMP00767,CL0254,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2025-01-29,2026-09-06,12703.0,Website Traffic
CMP00768,CL0222,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Google My Business,2025-02-12,2026-06-08,25176.0,Brand Awareness
CMP00769,CL0241,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2025-01-22,2026-05-29,92919.0,Sales / Conversions
CMP00770,CL0150,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2025-09-11,2026-07-01,58156.0,Sales / Conversions
CMP00771,CL0286,PPC - Brand Awareness,Payperclick,Google Ads,2025-01-14,2026-08-07,146955.0,Brand Awareness
CMP00772,CL0125,SEO - Local Footfall,Seo,Organic Search (Google),2024-10-29,2026-08-26,23101.0,Local Footfall
CMP00773,CL0258,Content Marketing - Brand Awareness,Contentmarketing,LinkedIn,2025-05-31,2026-04-14,21985.0,Brand Awareness
CMP00774,CL0066,SEO - App Installs,Seo,Organic Search (Google),2025-06-13,2026-08-13,56852.0,App Installs
CMP00775,CL0080,SEO - Local Footfall,Seo,Organic Search (Google),2026-07-07,2026-09-06,22883.0,Local Footfall
CMP00776,CL0169,PPC - App Installs,Payperclick,Bing Ads,2024-09-17,2025-08-23,105719.0,App Installs
CMP00777,CL0178,SEO - App Installs,Seo,Organic Search (Google),2026-02-19,2026-09-06,24877.0,App Installs
CMP00778,CL0239,PPC - Lead Generation,Payperclick,Google Ads,2025-09-16,2026-09-06,63053.0,Lead Generation
CMP00779,CL0096,Social Media Marketing - Lead Generation,Socialmediamarketing,Instagram,2024-11-20,2026-06-21,55608.0,Lead Generation
CMP00780,CL0280,Content Marketing - App Installs,Contentmarketing,Organic Search (Google),2026-02-14,2026-09-06,24399.0,App Installs
CMP00781,CL0106,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2026-03-14,2026-09-06,89332.0,App Installs
CMP00782,CL0171,Email Marketing - App Installs,Emailmarketing,Email,2025-01-20,2026-06-06,24455.0,App Installs
CMP00783,CL0299,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-05-04,2026-09-06,85004.0,Sales / Conversions
CMP00784,CL0173,Email Marketing - Website Traffic,Emailmarketing,Email,2025-10-05,2026-09-06,15504.0,Website Traffic
CMP00785,CL0219,Social Media Marketing - Lead Generation,Socialmediamarketing,Instagram,2025-06-02,2026-05-17,55990.5,Lead Generation
CMP00786,CL0291,PPC - Brand Awareness,Payperclick,Google Ads,2026-01-08,2026-09-06,50446.0,Brand Awareness
CMP00787,CL0312,Local SEO / GMB - Website Traffic,Localseo/Gmb,Organic Search (Google),2024-11-05,2026-06-27,8877.0,Website Traffic
CMP00788,CL0160,PPC - Lead Generation,Payperclick,Google Ads,2025-09-07,2026-09-06,131364.0,Lead Generation
CMP00789,CL0134,SEO - Lead Generation,Seo,Unknown,2024-10-02,2025-09-22,25232.0,Lead Generation
CMP00790,CL0064,PPC - Lead Generation,Payperclick,Google Ads,2025-06-28,2026-09-06,64282.0,Lead Generation
CMP00791,CL0172,PPC - Brand Awareness,Payperclick,Google Ads,2024-10-11,2026-05-12,81442.0,Brand Awareness
CMP00792,CL0294,PPC - Local Footfall,Payperclick,Bing Ads,2026-03-15,2026-09-06,112727.0,Local Footfall
CMP00793,CL0156,Social Media Marketing - App Installs,Socialmediamarketing,LinkedIn Ads,2025-05-11,2026-08-31,67825.0,App Installs
CMP00794,CL0112,Email Marketing - Local Footfall,Emailmarketing,Email,2026-04-06,2026-09-06,5769.0,Local Footfall
CMP00795,CL0035,PPC - Brand Awareness,Payperclick,Google Ads,2024-10-31,2025-11-05,93184.0,Brand Awareness
CMP00796,CL0125,Social Media Marketing - Website Traffic,Socialmediamarketing,Meta Ads,2024-12-24,2026-08-24,62675.0,Website Traffic
CMP00797,CL0076,PPC - Local Footfall,Payperclick,Google Ads,2024-12-12,2026-08-24,61466.0,Local Footfall
CMP00798,CL0313,Content Marketing - Sales / Conversions,Contentmarketing,LinkedIn,2024-10-28,2026-06-18,39797.0,Sales / Conversions
CMP00799,CL0169,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-25,2025-11-13,56824.0,Website Traffic
CMP00800,CL0044,SEO - App Installs,Seo,Organic Search (Google),2026-02-05,2026-09-06,26656.0,App Installs
CMP00801,CL0022,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2025-02-22,2026-09-06,43150.0,App Installs
CMP00802,CL0273,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2026-05-06,2026-09-06,42398.0,Local Footfall
CMP00803,CL0299,Content Marketing - Website Traffic,Contentmarketing,Organic Search (Google),2025-05-05,2026-05-06,43397.0,Website Traffic
CMP00804,CL0245,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2025-10-22,2026-09-06,21610.0,Website Traffic
CMP00805,CL0040,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2026-04-15,2026-09-06,45836.0,Local Footfall
CMP00806,CL0032,PPC - App Installs,Payperclick,Bing Ads,2024-09-14,2026-06-17,120754.0,App Installs
CMP00807,CL0064,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-08-28,2026-07-21,36750.0,Sales / Conversions
CMP00808,CL0241,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-16,2026-09-06,41258.0,Website Traffic
CMP00809,CL0245,SEO - Website Traffic,Seo,Organic Search (Google),2025-10-22,2026-09-06,55243.0,Website Traffic
CMP00810,CL0269,PPC - Brand Awareness,Payperclick,Bing Ads,2025-09-12,2026-08-29,120078.0,Brand Awareness
CMP00811,CL0032,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2024-12-13,2026-06-20,38528.0,Website Traffic
CMP00812,CL0050,PPC - Website Traffic,Payperclick,Google Ads,2024-11-19,2026-09-06,26552.0,Website Traffic
CMP00813,CL0289,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2026-04-25,2026-09-06,70966.0,Local Footfall
CMP00814,CL0298,Social Media Marketing - Website Traffic,Socialmediamarketing,Meta Ads,2026-02-01,2026-09-06,27393.0,Website Traffic
CMP00815,CL0233,Social Media Marketing - Lead Generation,Socialmediamarketing,Meta Ads,2025-04-02,2026-05-02,22476.0,Lead Generation
CMP00816,CL0034,Social Media Marketing - Local Footfall,Socialmediamarketing,YouTube Ads,2026-06-12,2026-09-06,98495.0,Local Footfall
CMP00817,CL0022,PPC - Website Traffic,Payperclick,Google Ads,2025-02-15,2026-09-06,81611.0,Website Traffic
CMP00818,CL0018,PPC - Brand Awareness,Payperclick,Google Ads,2025-09-13,2026-08-07,104610.0,Brand Awareness
CMP00819,CL0222,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2025-02-25,2026-04-26,33473.0,App Installs
CMP00820,CL0271,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2025-12-27,2026-09-06,23644.0,Sales / Conversions
CMP00821,CL0203,PPC - Sales / Conversions,Payperclick,Google Ads,2025-05-04,2026-09-06,28159.0,Sales / Conversions
CMP00822,CL0084,PPC - Local Footfall,Payperclick,Bing Ads,2025-05-25,2026-05-01,66067.0,Local Footfall
CMP00823,CL0243,Social Media Marketing - Local Footfall,Socialmediamarketing,LinkedIn Ads,2025-10-14,2026-09-06,15316.0,Local Footfall
CMP00824,CL0019,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2024-11-30,2026-09-06,50704.0,Website Traffic
CMP00825,CL0266,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-10-06,2026-07-21,29613.0,Sales / Conversions
CMP00826,CL0286,PPC - Local Footfall,Payperclick,Google Ads,2025-03-14,2026-07-12,88488.0,Local Footfall
CMP00827,CL0230,Email Marketing - Brand Awareness,Emailmarketing,Email,2025-12-27,2026-09-06,16790.0,Brand Awareness
CMP00828,CL0282,SEO - App Installs,Seo,Organic Search (Google),2025-01-10,2026-08-10,28879.0,App Installs
CMP00829,CL0188,Email Marketing - Website Traffic,Emailmarketing,Email,2026-03-03,2026-09-06,14104.0,Website Traffic
CMP00830,CL0150,SEO - Local Footfall,Seo,Organic Search (Google),2025-09-10,2026-09-06,18514.0,Local Footfall
CMP00831,CL0104,Social Media Marketing - Sales / Conversions,Socialmediamarketing,LinkedIn Ads,2024-09-28,2026-09-03,40650.0,Sales / Conversions
CMP00832,CL0295,PPC - App Installs,Payperclick,Bing Ads,2025-01-04,2026-09-04,147164.0,App Installs
CMP00833,CL0224,SEO - Lead Generation,Seo,Organic Search (Google),2025-12-01,2026-09-06,59604.0,Lead Generation
CMP00834,CL0061,Email Marketing - App Installs,Emailmarketing,Email,2026-04-12,2026-09-06,14716.0,App Installs
CMP00835,CL0307,PPC - Lead Generation,Payperclick,Google Ads,2025-02-22,2026-07-17,142138.0,Lead Generation
CMP00836,CL0019,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2025-06-01,2026-03-12,19028.0,Website Traffic
CMP00837,CL0189,PPC - Brand Awareness,Payperclick,Bing Ads,2025-05-16,2026-08-13,36334.0,Brand Awareness
CMP00838,CL0061,Email Marketing - Local Footfall,Emailmarketing,Email,2026-04-12,2026-09-06,22358.0,Local Footfall
CMP00839,CL0213,Local SEO / GMB - App Installs,Localseo/Gmb,Google My Business,2025-09-22,2026-09-06,17132.0,App Installs
CMP00840,CL0133,Social Media Marketing - Lead Generation,Socialmediamarketing,Meta Ads,2025-08-19,2026-07-23,67056.0,Lead Generation
CMP00841,CL0140,SEO - Local Footfall,Seo,Organic Search (Google),2025-10-11,2026-09-06,44198.0,Local Footfall
CMP00842,CL0215,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2025-07-23,2026-07-21,55990.5,Brand Awareness
CMP00843,CL0242,Social Media Marketing - Website Traffic,Socialmediamarketing,Unknown,2025-05-05,2026-09-05,77346.0,Website Traffic
CMP00844,CL0122,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2026-04-15,2026-09-06,19028.0,Lead Generation
CMP00845,CL0320,PPC - Lead Generation,Payperclick,Bing Ads,2024-12-09,2025-09-01,67628.0,Lead Generation
CMP00846,CL0160,PPC - Brand Awareness,Payperclick,Bing Ads,2025-09-07,2026-09-06,58728.0,Brand Awareness
CMP00847,CL0052,SEO - Website Traffic,Seo,Organic Search (Google),2026-02-04,2026-09-06,48582.0,Website Traffic
CMP00848,CL0003,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2025-10-24,2026-09-02,36193.0,Website Traffic
CMP00849,CL0065,Local SEO / GMB - Local Footfall,Localseo/Gmb,Google My Business,2026-03-10,2026-09-06,19020.5,Local Footfall
CMP00850,CL0222,SEO - Lead Generation,Seo,Organic Search (Google),2024-12-26,2026-03-30,54678.0,Lead Generation
CMP00851,CL0173,Content Marketing - App Installs,Contentmarketing,Organic Search (Google),2025-10-05,2026-09-06,23272.0,App Installs
CMP00852,CL0109,Local SEO / GMB - Lead Generation,Localseo/Gmb,Organic Search (Google),2024-09-19,2026-08-10,22102.0,Lead Generation
CMP00853,CL0155,SEO - Brand Awareness,Seo,Organic Search (Google),2025-03-13,2025-11-24,47239.0,Brand Awareness
CMP00854,CL0269,SEO - Brand Awareness,Seo,Organic Search (Google),2025-09-12,2026-09-06,52725.0,Brand Awareness
CMP00855,CL0183,Social Media Marketing - Lead Generation,Socialmediamarketing,Meta Ads,2024-11-06,2026-05-09,68183.0,Lead Generation
